# Iteration  RMSerrUS  RMSerrSS
   788   0.419925E-04   0.328137    
   789   0.420043E-04   0.327813    
   790   0.420160E-04   0.327490    
   791   0.420277E-04   0.327166    
   792   0.420393E-04   0.326844    
   793   0.420509E-04   0.326521    
   794   0.420624E-04   0.326199    
   795   0.420738E-04   0.325877    
   796   0.420851E-04   0.325556    
   797   0.420964E-04   0.325234    
   798   0.421077E-04   0.324914    
   799   0.421189E-04   0.324593    
   800   0.421300E-04   0.324273    
   801   0.421410E-04   0.323953    
   802   0.421520E-04   0.323633    
   803   0.421629E-04   0.323314    
   804   0.421738E-04   0.322995    
   805   0.421846E-04   0.322676    
   806   0.421953E-04   0.322358    
   807   0.422060E-04   0.322040    
   808   0.422166E-04   0.321722    
   809   0.422271E-04   0.321405    
   810   0.422376E-04   0.321087    
   811   0.422480E-04   0.320771    
   812   0.422584E-04   0.320454    
   813   0.422687E-04   0.320138    
   814   0.422790E-04   0.319822    
   815   0.422891E-04   0.319507    
